AAAAA,BBBBB,CCCCC,DDDDD,EEEEE
8046,948399,688845,762026,496884
3386,500265,217640,661697,230355
2247,981665,224856,300614,977622
7190,210235,185353,835917,709204
8676,423697,319359,37554,959474
9123,437484,136994,369496,856630
8810,602456,970637,449419,140154
4714,548460,567728,415129,508670
5158,332887,865204,402202,703538
5709,245590,419475,456169,851491
5140,952857,884103,702711,29277
5100,527423,763512,368131,501398
2291,750776,909814,137594,458643
5243,211925,661422,951437,535222
5014,279029,173055,936797,313830
6487,554728,249149,63289,45539
8808,233618,593197,156775,151354
4583,773861,837000,883905,801881
9585,249348,979672,200018,421424
6879,344241,832746,418258,160470
7199,558230,913365,349901,343616
6059,743688,701265,945008,62459
3089,112991,468862,689261,51642
6976,881640,925631,874058,147755
3833,511047,717937,72557,833608
327,739143,332730,615894,722894
7449,157882,181152,90,624109
5935,232106,520560,578452,109943
3319,319081,999963,634095,484303
4125,836647,639840,300057,100288
1584,182751,780889,130664,17695
6997,997790,447077,251527,974604
4317,718300,621441,501386,176703
875,163812,793854,376239,809076
4498,162494,444122,565384,213418
8825,444376,361461,639059,966108
5789,264167,590155,587201,609159
217,759761,56144,549804,239094
3980,161700,952381,482837,214061
8545,682507,297495,50372,878351
7189,995809,914465,687253,557925
9369,404483,337237,835004,410230
8521,691104,844911,202631,353981
740,622803,199718,877194,479460
6531,1534,952945,62855,419290
892,787509,68881,270391,476849
9106,802946,64252,606322,912034
5150,745601,794754,797600,36451
4017,62099,121330,223427,565617
9436,630172,943804,705935,782685
9122,118264,684549,368474,293189
1910,316823,223538,992258,738354
2849,419405,551527,548970,854140
3432,638458,883731,529169,294458
5686,485474,972719,294688,44358
859,347781,850679,242570,387
9145,686185,368234,302843,550923
7128,511785,64467,59190,197999
8654,898729,55066,345777,607839
6994,877379,977999,365110,345832
7105,527463,516221,811947,302668
4565,152523,725412,103534,193504
2221,937916,930722,311860,237892
2199,398882,904491,993082,887571
6458,682103,59178,364028,576616
7218,199966,434183,985785,44908
4925,196364,55750,709337,635909
6380,710088,280170,319417,896501
3609,951778,430824,474074,753998
9833,876166,508564,363045,8992
5617,523756,509987,294753,409149
9314,552000,463147,682561,591347
6774,255721,718459,614913,399289
5006,772829,17801,865824,22932
8473,866353,433175,517815,752525
6854,695242,614713,62040,797680
4203,410300,91578,332972,486860
1928,930750,580525,368609,289858
2171,938817,181741,634454,114557
1945,907786,52960,819506,462052
5655,657434,689232,19929,355732
8581,376494,541631,945691,824940
7019,39113,527393,678725,857611
1195,851396,765485,389325,32690
7822,914618,200244,626230,78822
6381,288320,14183,37637,37820
2307,883832,332362,504971,969421
4857,282186,372641,805791,990653
4456,777954,393792,565424,386475
828,639001,3732,127204,45329
2942,667929,626828,200484,716306
4397,103391,720656,663592,805020
7114,13662,307241,4172,582431
4302,380765,208013,349917,611535
2642,760321,675142,854247,684783
1229,110525,343277,408145,386201
4745,846544,545508,661417,712865
58,126161,450608,823060,160172
4255,384606,347438,287052,504499
7633,840031,991803,711160,406228
6564,938722,83474,384590,613100
3469,667214,357849,391686,756036
9638,602590,969632,124612,325106
783,798580,173768,466792,897871
2111,500306,300040,241819,273486
5979,490557,27328,220904,176202
8166,871443,197863,295082,955369
1098,350371,68414,259225,21161
9701,968777,240153,87917,632697
841,855541,263144,613317,598218
3945,73423,125395,788401,323421
5809,681809,948144,740618,976123
5100,619917,422781,912018,267184
8170,148676,485615,917204,651371
7277,97721,448591,116731,302032
7387,337459,577206,823468,32180
4407,290255,890176,160680,197256
4215,990708,814640,662381,701831
4370,166926,440972,816438,593812
440,863432,289591,552924,548677
2414,554495,446279,233915,388071
1058,735529,601549,698223,577656
1767,777481,448715,216872,523837
9775,541844,337448,245092,567462
6755,45826,569258,2656,387801
5329,386816,824370,460593,238426
3956,796353,980362,263946,282308
3257,741388,759869,560106,141195
6707,723107,589020,807671,538853
5271,853863,461003,518364,21556
734,945035,675371,858168,300763
9661,847512,477143,294874,699450
5540,742218,470660,867931,936278
3664,731927,430450,785020,803570
9518,387593,385456,640340,38003
6210,526561,589308,275322,924766
8894,827328,454886,173717,383767
4653,837068,829025,714009,759942
3706,558798,152475,709006,602186
2182,144591,894454,894668,277373
5922,844884,132660,256672,967909
7148,226399,496641,902389,619555
3460,605843,716650,502962,375945
9098,414692,198606,319923,247315
3893,234330,71728,158708,983302
9069,954206,475375,432901,649148
4865,643524,748547,194178,661428
944,847190,423093,581543,526744
6932,459494,76736,495168,847469
9284,199254,332510,836059,104523
3263,333701,667927,342075,299491
2426,197494,541358,324332,472439
3686,217933,652574,144690,174928
3542,558729,617512,606724,869994
9239,541886,9111,697130,437796
6999,886977,805200,247584,380153
5639,196625,988691,12076,987213
8760,341300,26330,134309,738783
5359,839526,143808,320711,136036
6850,568010,291999,3576,843424
7463,107700,2670,454939,87307
3618,161205,990156,700791,967938
5631,810570,339967,326943,285527
8197,343540,757039,352641,157763
3679,946510,11271,717691,703708
9265,999108,994696,87151,430618
886,655213,679111,251296,494002
8931,476591,660166,914595,71854
8750,546837,747467,541232,225330
3088,809530,915819,459465,312928
551,22994,440385,856491,182818
5639,204987,70125,167141,796350
3437,826906,107677,252064,445365
6456,775252,613466,284405,635014
2537,699110,549526,829488,689615
5720,405813,669593,968393,819951
6200,818675,225102,320868,968258
3351,135821,858975,825731,509093
657,45610,428376,713373,324776
5979,147963,381260,869860,891596
6283,600042,947457,700481,373649
6951,848389,235257,664343,592746
8990,358730,848091,532700,272226
8214,491686,17623,959456,654395
4656,468329,145453,9196,956785
8613,768406,747528,124808,78221
7523,530426,503434,337652,718150
1503,651659,561153,667135,981456
7758,641543,836627,489377,628390
7810,106804,408693,915288,968100
744,514503,341717,788802,264038
7909,465487,10974,74938,563862
7894,607956,204330,344955,693824
540,134266,963638,149782,66843
1870,918773,243092,760266,944731
3709,144133,564705,489875,565232
5458,627812,573170,499069,821459
7797,120785,814471,229988,42415
4563,278624,741010,208447,260571
2767,408990,855933,563839,822679
6018,667950,996181,959012,64585
472,568640,671642,897997,182158
9958,861392,21123,626368,682595
8605,531100,119324,168615,310261
3322,495793,576213,746090,219752
6089,205347,599081,146298,844864
288,705695,315747,780801,937661
5190,397310,603907,191834,247954
9468,175666,299805,455684,636363
3795,298242,558029,553588,787843
1599,504292,165385,526686,954685
1606,497388,935301,646013,42538
6092,814937,397687,502064,831367
119,740784,95754,132602,307417
5928,439801,390438,567280,715766
2485,886276,241284,936323,264604
3304,108217,618681,825429,131709
6494,211987,208760,117398,796515
1159,840387,541011,578347,264204
5202,513191,531681,931115,773874
7632,802526,898502,610625,995466
7452,937839,896148,173117,253286
5274,212916,758279,481930,695174
1900,462359,378604,876088,335839
9285,117512,654094,65650,815248
9538,386059,993196,623455,951087
8316,200177,221846,592535,31293
2646,129473,750668,683950,769678
9659,245741,275716,772689,591129
3686,581335,105675,560690,935067
9457,430580,553763,18871,282925
188,246061,92351,587997,767698
9657,672117,193799,972186,729486
6032,291555,219426,79180,58361
7095,65880,816531,94074,260761
2981,329057,781761,5211,77677
9796,580902,814027,219737,7822
2415,465876,309656,427638,286849
831,120199,115029,910840,121354
3715,133637,804828,759299,113530
9912,757650,917347,60726,487403
1592,324823,98563,6040,502363
7856,997763,920258,375930,297457
4815,701433,434851,763095,946876
5937,270637,745132,381793,77192
4655,942643,969236,826022,874636
8963,604678,476395,154444,978028
6172,998782,656867,789455,667473
8330,584105,622311,928951,709004
4933,672283,280008,388832,576555
3835,225136,656181,947617,980178
2670,223130,809045,473272,39681
8183,745258,538085,907071,579253
8802,509066,566471,77438,289383
6622,268733,194379,653806,293435
9542,296511,358486,380017,200562
2025,961558,309306,90769,216164
9288,588299,357278,451567,926624
6421,746985,299730,695130,390621
8572,194366,26654,171417,15580
6020,165885,889211,238042,722997
8283,669338,540464,151012,445780
1700,202215,765208,184794,681952
2438,131676,372223,41402,913765
4622,29248,452195,298054,992490
1976,425556,86162,823558,161882
9888,58039,743323,875697,105084
7751,624628,312224,295296,269367
1463,63070,162041,7485,232974
3673,829798,195510,813592,160555
5684,570433,575754,11662,651980
4163,92618,204078,53160,910160
4495,828631,970520,820438,751615
3860,653550,962148,873795,681494
7829,355507,659695,1415,971294
5782,773784,827693,640983,734147
5584,86467,969819,31210,991862
6143,341189,840083,875102,891651
1301,991040,215936,920643,312490
4944,212353,739016,267387,982402
9818,975917,97786,716066,184032
5511,432236,887513,39907,389118
2763,976155,34587,12923,612354
1595,316765,829521,727028,12011
5021,81930,888343,709004,226438
245,673594,228604,259430,17147
684,57925,684847,660354,587399
6253,343713,779131,922545,42168
9223,128840,48231,524358,349038
8266,987358,148054,541275,947272
7417,726353,820353,498704,592065
4965,9956,535169,158564,371045
8159,821355,243019,475665,649026
6061,640542,95098,52978,412131
3647,502837,82438,451995,564587
2055,604397,465805,48340,586290
2777,361015,24469,50064,313840
4786,113028,392896,26369,811025
9130,972870,899628,823767,419531
9620,378298,41077,98451,535528
9364,337082,751747,198613,450161
6473,341933,727621,672841,501365
9005,193010,438034,43191,777170
5922,783094,864344,890288,730856
2621,361361,871062,326528,988060
9334,133076,657503,210528,571543
130,730253,671162,614206,206351
7846,630446,422437,964513,570701
6012,784594,467226,438405,29565
2957,265960,783840,553483,518462
6837,351900,213100,300274,799894
687,79225,328827,788628,120309
9938,957604,295727,958897,99378
1159,186965,532591,556900,101243
1847,21307,904509,571237,671757
9697,390367,741954,218564,287810
517,344043,213437,563927,751726
5961,419580,367504,320370,389855
9420,639392,113274,762380,582199
3625,80765,536783,209712,278596
2695,722664,328755,522090,547347
3996,34265,756040,661283,234224
3520,996299,646704,593474,327979
4977,221281,97801,813111,385120
4806,635476,355547,346172,858971
2275,964814,724308,772974,24322
5129,182043,566584,41996,352568
5438,543525,652706,698367,366127
9129,618542,140809,971540,335755
3159,958236,745367,6294,679669
9960,512010,483748,915511,862362
9163,217779,712039,181411,457440
445,174751,41862,509027,41982
6254,471789,632385,493406,395166
2414,743127,396504,125915,766278
9209,567681,775032,481482,548845
8483,540766,338752,470945,772829
3628,440970,820007,155948,501010
4394,940366,812682,17386,869071
6049,167055,422080,945564,167212
9175,666639,68025,244119,473558
7160,23397,420587,334552,879279
259,841053,860099,291950,577759
5251,284588,244670,585641,738672
5803,436757,588387,288558,811146
7718,624563,375916,470887,557507
3191,890954,90000,742056,880456
8490,846599,146952,615916,778468
368,627914,980848,92436,517515
3223,122008,583933,270107,106564
2619,711867,210111,733252,955450
7692,905130,312549,938654,307780
5008,478015,799607,987858,448295
8055,431875,706233,154185,895877
9762,627119,460625,330358,26828
1281,303521,964392,511161,30929
5587,464012,829741,951614,593919
741,776624,491374,652436,284717
4180,226709,695496,148405,152737
1876,350387,396573,128871,167516
8231,275454,642881,904970,573556
7817,549394,143880,919772,433095
6425,228194,997219,509625,633005
3240,87438,558639,429814,913447
4003,10926,713499,238121,227274
5349,912107,97860,571963,193466
7015,180807,815615,884877,518413
6600,921719,961549,760013,839585
6401,804686,987876,651723,810173
7706,126467,959231,799460,395014
5379,235574,683289,906591,448363
6814,606785,491813,111986,391109
3345,64334,816393,247733,548141
2590,845867,986194,60045,734819
4031,918172,747661,696422,923485
924,128866,683392,949992,976159
4379,19634,278,455681,35079
8414,525152,862251,8285,577430
1364,540080,798771,847707,641325
1411,976715,772206,635010,475906
3500,135693,581593,334944,640346
4179,117062,310199,679041,281248
2676,157025,195303,36445,825774
1628,476618,672454,898151,355826
9448,576567,807273,174894,876014
1560,295628,653606,594040,348978
5916,23394,388752,905227,297341
6755,501045,897388,412794,503923
4326,567247,17154,86798,757166
7628,942829,724170,695595,393831
6466,540149,312396,117253,794190
9242,308259,338467,772128,965961
7053,119095,870488,883515,49283
8972,604781,381652,358842,806339
9544,231585,257142,656016,510904
9036,734732,636462,295881,107575
3379,506727,934371,22219,323383
1306,273710,213295,745974,221700
8506,519742,168518,419068,43367
405,370481,80223,406984,149527
4625,32985,12084,98868,713769
9505,694313,645316,31228,824373
7753,354667,858203,465721,380665
2807,398980,262120,791832,17700
9076,910822,206860,920644,931711
9126,820412,774125,677453,434846
1992,653768,164374,78898,710259
6675,354714,162665,976238,832034
4720,575516,818111,795233,597706
1552,612687,671511,402645,639251
